trial_id,start_ms,duration_ms,fix_x,fix_y,exp_id,end_ms,program,fix_x_corrected,fix_y_corrected,fix_x_diff,fix_y_diff
10,167,134,197,450,14,301,nt1,197,450,0,0
10,534,342,230,294,14,876,nt1,230,294,0,0
10,1277,350,327,319,14,1627,nt1,327,319,0,0
10,1727,134,296,339,14,1861,nt1,296,339,0,0
10,1903,208,421,325,14,2111,nt1,421,325,0,0
10,2136,217,507,322,14,2353,nt1,507,342,0,-20
10,2362,166,544,312,14,2528,nt1,544,332,0,-20
10,2570,467,639,315,14,3037,nt1,639,335,0,-20
10,3046,275,695,307,14,3321,nt1,695,327,0,-20
10,3379,292,781,283,14,3671,nt1,781,303,0,-20
10,3938,159,612,266,14,4097,nt1,612,286,0,-20
10,4130,401,650,272,14,4531,nt1,650,292,0,-20
10,4564,100,844,292,14,4664,nt1,844,312,0,-20
10,5273,217,970,321,14,5490,nt1,970,341,0,-20
10,5499,167,1005,324,14,5666,nt1,1005,344,0,-20
10,5707,142,1088,331,14,5849,nt1,1088,331,0,0
10,5933,141,140,348,14,6074,nt1,140,348,0,0
10,6083,308,162,353,14,6391,nt1,162,353,0,0
10,6408,159,297,323,14,6567,nt1,297,323,0,0
10,6583,376,371,270,14,6959,nt1,371,270,0,0
10,6967,159,481,258,14,7126,nt1,481,258,0,0
10,7176,183,302,348,14,7359,nt1,302,348,0,0
10,7393,217,360,330,14,7610,nt1,360,330,0,0
10,7635,158,431,327,14,7793,nt1,431,327,0,0
10,7827,191,524,320,14,8018,nt1,524,320,0,0
10,8235,384,610,371,14,8619,nt1,610,371,0,0
10,8828,75,554,390,14,8903,nt1,554,390,0,0
10,8911,75,556,357,14,8986,nt1,556,357,0,0
10,8995,175,588,334,14,9170,nt1,588,334,0,0
10,9337,175,723,361,14,9512,nt1,723,361,0,0
10,9562,225,790,366,14,9787,nt1,790,366,0,0
10,9979,84,901,408,14,10063,nt1,901,408,0,0
10,10088,442,1005,385,14,10530,nt1,1005,385,0,0
10,10538,92,1031,386,14,10630,nt1,1031,386,0,0
10,10772,100,1062,381,14,10872,nt1,1062,381,0,0
10,11114,100,166,431,14,11214,nt1,166,431,0,0
10,11423,83,280,451,14,11506,nt1,280,451,0,0
10,11514,209,380,412,14,11723,nt1,380,412,0,0
10,11740,117,240,411,14,11857,nt1,240,411,0,0
10,11890,242,151,419,14,12132,nt1,151,419,0,0
10,12149,283,391,404,14,12432,nt1,391,404,0,0
10,12449,259,515,392,14,12708,nt1,515,392,0,0
10,12783,108,647,414,14,12891,nt1,647,414,0,0
10,12966,100,788,464,14,13066,nt1,788,464,0,0
10,13425,92,936,516,14,13517,nt1,936,516,0,0
10,13876,158,225,489,14,14034,nt1,225,489,0,0
10,14084,217,166,475,14,14301,nt1,166,475,0,0
10,14426,100,948,414,14,14526,nt1,948,414,0,0
10,14535,217,1013,419,14,14752,nt1,1013,419,0,0
10,14960,75,898,466,14,15035,nt1,898,466,0,0
10,15044,167,930,438,14,15211,nt1,930,438,0,0
10,15928,92,146,481,14,16020,nt1,146,481,0,0
10,16087,158,280,472,14,16245,nt1,280,472,0,0
10,16304,217,408,469,14,16521,nt1,408,469,0,0
10,17781,175,707,476,14,17956,nt1,707,476,0,0
10,17964,325,799,473,14,18289,nt1,799,473,0,0
10,18315,208,895,478,14,18523,nt1,895,478,0,0
10,18548,133,953,479,14,18681,nt1,953,479,0,0
10,18773,251,990,493,14,19024,nt1,990,493,0,0
10,19257,100,203,537,14,19357,nt1,203,537,0,0
10,19416,125,141,538,14,19541,nt1,141,538,0,0
10,19549,100,181,538,14,19649,nt1,181,538,0,0
10,20042,200,513,523,14,20242,nt1,513,523,0,0
10,20259,300,462,520,14,20559,nt1,462,520,0,0
10,20667,167,550,578,14,20834,nt1,550,578,0,0
10,21552,233,751,523,14,21785,nt1,751,523,0,0
10,21827,225,848,536,14,22052,nt1,848,536,0,0
10,22102,100,921,543,14,22202,nt1,921,543,0,0
10,22236,183,840,529,14,22419,nt1,840,529,0,0
10,22461,384,958,540,14,22845,nt1,958,540,0,0
10,22862,175,1031,543,14,23037,nt1,1031,543,0,0
10,23054,133,1086,555,14,23187,nt1,1086,555,0,0
10,23237,259,997,558,14,23496,nt1,997,558,0,0
10,23538,141,1090,567,14,23679,nt1,1090,567,0,0
10,24097,108,520,556,14,24205,nt1,520,556,0,0
10,24372,158,190,587,14,24530,nt1,190,587,0,0
10,24639,225,395,713,14,24864,nt1,395,713,0,0
10,25073,175,508,581,14,25248,nt1,508,581,0,0
10,25306,242,525,533,14,25548,nt1,525,533,0,0
10,25565,292,663,538,14,25857,nt1,663,538,0,0
10,25957,125,660,614,14,26082,nt1,660,614,0,0
10,26107,317,811,608,14,26424,nt1,811,608,0,0
10,27816,84,1012,647,14,27900,nt1,1012,647,0,0
10,27983,134,225,644,14,28117,nt1,225,644,0,0
10,28233,192,164,651,14,28425,nt1,164,651,0,0
10,29107,91,290,386,14,29198,nt1,290,386,0,0
10,29290,175,299,311,14,29465,nt1,299,311,0,0
